species_name,genome_file_name,cds_file_name,gff_file_name,original_name,ortho_file_name,cds_url,genome_url,proteome_url,gff_url,source
podospora_comata,podospora_comata_genomic.fna,podospora_comata_cds_from_gff.fna,podospora_comata.gff,podospora_comata,podospora_comata_cds.fna,wget http://FungiDB.org/common/downloads/release-64/PcomataTmat/fasta/data/FungiDB-64_PcomataTmat_AnnotatedCDSs.fasta,wget http://FungiDB.org/common/downloads/release-64/PcomataTmat/fasta/data/FungiDB-64_PcomataTmat_Genome.fasta,wget http://FungiDB.org/common/downloads/release-64/PcomataTmat/fasta/data/FungiDB-64_PcomataTmat_AnnotatedProteins.fasta,wget http://FungiDB.org/common/downloads/release-64/PcomataTmat/gff/data/FungiDB-64_PcomataTmat.gff,FungiDB
raffaelea_lauricola,raffaelea_lauricola_genomic.fna,raffaelea_lauricola_cds_from_gff.fna,raffaelea_lauricola.gff,raffaelea_lauricola,raffaelea_lauricola_cds.fna,wget http://FungiDB.org/common/downloads/release-64/RlauricolaRL4/fasta/data/FungiDB-64_RlauricolaRL4_AnnotatedCDSs.fasta,wget http://FungiDB.org/common/downloads/release-64/RlauricolaRL4/fasta/data/FungiDB-64_RlauricolaRL4_Genome.fasta,wget http://FungiDB.org/common/downloads/release-64/RlauricolaRL4/fasta/data/FungiDB-64_RlauricolaRL4_AnnotatedProteins.fasta,wget http://FungiDB.org/common/downloads/release-64/RlauricolaRL4/gff/data/FungiDB-64_RlauricolaRL4.gff,FungiDB
trichomonascus_ciferrii,trichomonascus_ciferrii_genomic.fna,trichomonascus_ciferrii_cds_from_gff.fna,trichomonascus_ciferrii.gff,trichomonascus_ciferrii,trichomonascus_ciferrii_cds.fna,wget http://FungiDB.org/common/downloads/release-64/TciferriiCBS4856/fasta/data/FungiDB-64_TciferriiCBS4856_AnnotatedCDSs.fasta,wget http://FungiDB.org/common/downloads/release-64/TciferriiCBS4856/fasta/data/FungiDB-64_TciferriiCBS4856_Genome.fasta,wget http://FungiDB.org/common/downloads/release-64/TciferriiCBS4856/fasta/data/FungiDB-64_TciferriiCBS4856_AnnotatedProteins.fasta,wget http://FungiDB.org/common/downloads/release-64/TciferriiCBS4856/gff/data/FungiDB-64_TciferriiCBS4856.gff,FungiDB
trichophyton_mentagrophytes,trichophyton_mentagrophytes_genomic.fna,trichophyton_mentagrophytes_cds_from_gff.fna,trichophyton_mentagrophytes.gff,trichophyton_mentagrophytes,trichophyton_mentagrophytes_cds.fna,wget http://FungiDB.org/common/downloads/release-64/TmentagrophytesTIMM2789/fasta/data/FungiDB-64_TmentagrophytesTIMM2789_AnnotatedCDSs.fasta,wget http://FungiDB.org/common/downloads/release-64/TmentagrophytesTIMM2789/fasta/data/FungiDB-64_TmentagrophytesTIMM2789_Genome.fasta,wget http://FungiDB.org/common/downloads/release-64/TmentagrophytesTIMM2789/fasta/data/FungiDB-64_TmentagrophytesTIMM2789_AnnotatedProteins.fasta,wget http://FungiDB.org/common/downloads/release-64/TmentagrophytesTIMM2789/gff/data/FungiDB-64_TmentagrophytesTIMM2789.gff,FungiDB
candida_maltosa,candida_maltosa_xu316_genomic.fna,candida_maltosa_xu316_cds_from_gff.fna,candida_maltosa_xu316.gff,candida_maltosa_xu316,candida_maltosa_xu316_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/candida_maltosa_xu316_gca_000344705/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/candida_maltosa_xu316_gca_000344705/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/candida_maltosa_xu316_gca_000344705/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota1_collection/candida_maltosa_xu316_gca_000344705/,EnsemblFungi
clohesyomyces_aquaticus,clohesyomyces_aquaticus_str_cbs_115471_genomic.fna,clohesyomyces_aquaticus_str_cbs_115471_cds_from_gff.fna,clohesyomyces_aquaticus_str_cbs_115471.gff,clohesyomyces_aquaticus_str_cbs_115471,clohesyomyces_aquaticus_str_cbs_115471_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/,EnsemblFungi
colletotrichum_asianum,colletotrichum_asianum_genomic.fna,colletotrichum_asianum_cds_from_gff.fna,colletotrichum_asianum.gff,colletotrichum_asianum,colletotrichum_asianum_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/,EnsemblFungi
colletotrichum_fioriniae,colletotrichum_fioriniae_pj7_genomic.fna,colletotrichum_fioriniae_pj7_cds_from_gff.fna,colletotrichum_fioriniae_pj7.gff,colletotrichum_fioriniae_pj7,colletotrichum_fioriniae_pj7_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/,EnsemblFungi
colletotrichum_fructicola,colletotrichum_fructicola_str_cgmcc_3_17371_genomic.fna,colletotrichum_fructicola_str_cgmcc_3_17371_cds_from_gff.fna,colletotrichum_fructicola_str_cgmcc_3_17371.gff,colletotrichum_fructicola_str_cgmcc_3_17371,colletotrichum_fructicola_str_cgmcc_3_17371_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/,EnsemblFungi
colletotrichum_nymphaeae,colletotrichum_nymphaeae_sa_01_genomic.fna,colletotrichum_nymphaeae_sa_01_cds_from_gff.fna,colletotrichum_nymphaeae_sa_01.gff,colletotrichum_nymphaeae_sa_01,colletotrichum_nymphaeae_sa_01_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_nymphaeae_sa_01_gca_001563115/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_nymphaeae_sa_01_gca_001563115/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_nymphaeae_sa_01_gca_001563115/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota3_collection/colletotrichum_nymphaeae_sa_01_gca_001563115/,EnsemblFungi
colletotrichum_sublineola,colletotrichum_sublineola_str_tx430bb_genomic.fna,colletotrichum_sublineola_str_tx430bb_cds_from_gff.fna,colletotrichum_sublineola_str_tx430bb.gff,colletotrichum_sublineola_str_tx430bb,colletotrichum_sublineola_str_tx430bb_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_sublineola_gca_000696135/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_sublineola_gca_000696135/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_sublineola_gca_000696135/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota1_collection/colletotrichum_sublineola_gca_000696135/,EnsemblFungi
colletotrichum_tofieldiae,colletotrichum_tofieldiae_str_0861_genomic.fna,colletotrichum_tofieldiae_str_0861_cds_from_gff.fna,colletotrichum_tofieldiae_str_0861.gff,colletotrichum_tofieldiae_str_0861,colletotrichum_tofieldiae_str_0861_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_tofieldiae_gca_001625265/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_tofieldiae_gca_001625265/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_tofieldiae_gca_001625265/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota3_collection/colletotrichum_tofieldiae_gca_001625265/,EnsemblFungi
corynespora_cassiicola,corynespora_cassiicola_philippines_genomic.fna,corynespora_cassiicola_philippines_cds_from_gff.fna,corynespora_cassiicola_philippines.gff,corynespora_cassiicola_philippines,corynespora_cassiicola_philippines_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/corynespora_cassiicola_philippines_gca_003016335/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/corynespora_cassiicola_philippines_gca_003016335/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/corynespora_cassiicola_philippines_gca_003016335/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota4_collection/corynespora_cassiicola_philippines_gca_003016335/,EnsemblFungi
dactylellina_haptotyla,dactylellina_haptotyla_cbs_200_50_genomic.fna,dactylellina_haptotyla_cbs_200_50_cds_from_gff.fna,dactylellina_haptotyla_cbs_200_50.gff,dactylellina_haptotyla_cbs_200_50,dactylellina_haptotyla_cbs_200_50_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/dactylellina_haptotyla_cbs_200_50_gca_000441935/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/dactylellina_haptotyla_cbs_200_50_gca_000441935/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/dactylellina_haptotyla_cbs_200_50_gca_000441935/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota1_collection/dactylellina_haptotyla_cbs_200_50_gca_000441935/,EnsemblFungi
diaporthe_ampelina,diaporthe_ampelina_genomic.fna,diaporthe_ampelina_cds_from_gff.fna,diaporthe_ampelina.gff,diaporthe_ampelina,diaporthe_ampelina_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/diaporthe_ampelina_gca_001006365/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/diaporthe_ampelina_gca_001006365/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/diaporthe_ampelina_gca_001006365/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota2_collection/diaporthe_ampelina_gca_001006365/,EnsemblFungi
diplocarpon_rosae,diplocarpon_rosae_genomic.fna,diplocarpon_rosae_cds_from_gff.fna,diplocarpon_rosae.gff,diplocarpon_rosae,diplocarpon_rosae_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/diplocarpon_rosae_gca_002317995/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/diplocarpon_rosae_gca_002317995/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/diplocarpon_rosae_gca_002317995/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota3_collection/diplocarpon_rosae_gca_002317995/,EnsemblFungi
diplodia_seriata,diplodia_seriata_genomic.fna,diplodia_seriata_cds_from_gff.fna,diplodia_seriata.gff,diplodia_seriata,diplodia_seriata_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/diplodia_seriata_gca_001006355/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/diplodia_seriata_gca_001006355/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/diplodia_seriata_gca_001006355/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota2_collection/diplodia_seriata_gca_001006355/,EnsemblFungi
dothistroma_septosporum,dothistroma_septosporum_genomic.fna,dothistroma_septosporum_cds_from_gff.fna,dothistroma_septosporum.gff,dothistroma_septosporum,dothistroma_septosporum_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/dothistroma_septosporum/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/dothistroma_septosporum/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/dothistroma_septosporum/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/dothistroma_septosporum/,EnsemblFungi
elsinoe_ampelina,elsinoe_ampelina_str_cect_20119_genomic.fna,elsinoe_ampelina_str_cect_20119_cds_from_gff.fna,elsinoe_ampelina_str_cect_20119.gff,elsinoe_ampelina_str_cect_20119,elsinoe_ampelina_str_cect_20119_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/elsinoe_ampelina_gca_010093995/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/elsinoe_ampelina_gca_010093995/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/elsinoe_ampelina_gca_010093995/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota4_collection/elsinoe_ampelina_gca_010093995/,EnsemblFungi
elsinoe_australis,elsinoe_australis_genomic.fna,elsinoe_australis_cds_from_gff.fna,elsinoe_australis.gff,elsinoe_australis,elsinoe_australis_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/elsinoe_australis_gca_005382405/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/elsinoe_australis_gca_005382405/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/elsinoe_australis_gca_005382405/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota4_collection/elsinoe_australis_gca_005382405/,EnsemblFungi
erysiphe_necator,erysiphe_necator_genomic.fna,erysiphe_necator_cds_from_gff.fna,erysiphe_necator.gff,erysiphe_necator,erysiphe_necator_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/erysiphe_necator_gca_000798715/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/erysiphe_necator_gca_000798715/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/erysiphe_necator_gca_000798715/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota2_collection/erysiphe_necator_gca_000798715/,EnsemblFungi
escovopsis_weberi,escovopsis_weberi_genomic.fna,escovopsis_weberi_cds_from_gff.fna,escovopsis_weberi.gff,escovopsis_weberi,escovopsis_weberi_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/escovopsis_weberi_gca_001278495/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/escovopsis_weberi_gca_001278495/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/escovopsis_weberi_gca_001278495/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota3_collection/escovopsis_weberi_gca_001278495/,EnsemblFungi
eutypa_lata,eutypa_lata_ucrel1_genomic.fna,eutypa_lata_ucrel1_cds_from_gff.fna,eutypa_lata_ucrel1.gff,eutypa_lata_ucrel1,eutypa_lata_ucrel1_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1_gca_000349385/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1_gca_000349385/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1_gca_000349385/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota1_collection/eutypa_lata_ucrel1_gca_000349385/,EnsemblFungi
fonsecaea_monophora,fonsecaea_monophora_genomic.fna,fonsecaea_monophora_cds_from_gff.fna,fonsecaea_monophora.gff,fonsecaea_monophora,fonsecaea_monophora_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_monophora_gca_001642475/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_monophora_gca_001642475/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_monophora_gca_001642475/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota3_collection/fonsecaea_monophora_gca_001642475/,EnsemblFungi
fusarium_coffeatum,fusarium_coffeatum_genomic.fna,fusarium_coffeatum_cds_from_gff.fna,fusarium_coffeatum.gff,fusarium_coffeatum,fusarium_coffeatum_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_coffeatum_gca_003316985/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_coffeatum_gca_003316985/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_coffeatum_gca_003316985/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/fusarium_coffeatum_gca_003316985/,EnsemblFungi
fusarium_euwallaceae,fusarium_euwallaceae_str_ucr1854_genomic.fna,fusarium_euwallaceae_str_ucr1854_cds_from_gff.fna,fusarium_euwallaceae_str_ucr1854.gff,fusarium_euwallaceae_str_ucr1854,fusarium_euwallaceae_str_ucr1854_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_euwallaceae_gca_003957675/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_euwallaceae_gca_003957675/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_euwallaceae_gca_003957675/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/fusarium_euwallaceae_gca_003957675/,EnsemblFungi
fusarium_flagelliforme,fusarium_flagelliforme_genomic.fna,fusarium_flagelliforme_cds_from_gff.fna,fusarium_flagelliforme.gff,fusarium_flagelliforme,fusarium_flagelliforme_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_flagelliforme_gca_003012295/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_flagelliforme_gca_003012295/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_flagelliforme_gca_003012295/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/fusarium_flagelliforme_gca_003012295/,EnsemblFungi
fusarium_langsethiae,fusarium_langsethiae_str_fl201059_genomic.fna,fusarium_langsethiae_str_fl201059_cds_from_gff.fna,fusarium_langsethiae_str_fl201059.gff,fusarium_langsethiae_str_fl201059,fusarium_langsethiae_str_fl201059_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/fusarium_langsethiae_gca_001292635/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/fusarium_langsethiae_gca_001292635/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/fusarium_langsethiae_gca_001292635/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota3_collection/fusarium_langsethiae_gca_001292635/,EnsemblFungi
fusarium_longipes,fusarium_longipes_genomic.fna,fusarium_longipes_cds_from_gff.fna,fusarium_longipes.gff,fusarium_longipes,fusarium_longipes_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_longipes_gca_003012285/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_longipes_gca_003012285/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_longipes_gca_003012285/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/fusarium_longipes_gca_003012285/,EnsemblFungi
fusarium_nygamai,fusarium_nygamai_genomic.fna,fusarium_nygamai_cds_from_gff.fna,fusarium_nygamai.gff,fusarium_nygamai,fusarium_nygamai_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/fusarium_nygamai_gca_002894225/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/fusarium_nygamai_gca_002894225/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/fusarium_nygamai_gca_002894225/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota4_collection/fusarium_nygamai_gca_002894225/,EnsemblFungi
fusarium_sporotrichioides,fusarium_sporotrichioides_genomic.fna,fusarium_sporotrichioides_cds_from_gff.fna,fusarium_sporotrichioides.gff,fusarium_sporotrichioides,fusarium_sporotrichioides_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_sporotrichioides_gca_003012315/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_sporotrichioides_gca_003012315/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/fusarium_sporotrichioides_gca_003012315/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/fusarium_sporotrichioides_gca_003012315/,EnsemblFungi
golovinomyces_magnicellulatus,golovinomyces_magnicellulatus_genomic.fna,golovinomyces_magnicellulatus_cds_from_gff.fna,golovinomyces_magnicellulatus.gff,golovinomyces_magnicellulatus,golovinomyces_magnicellulatus_cds.fna,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/golovinomyces_magnicellulatus_gca_006912115/cds/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/golovinomyces_magnicellulatus_gca_006912115/dna/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/golovinomyces_magnicellulatus_gca_006912115/pep/,wget https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/gff3/fungi_ascomycota5_collection/golovinomyces_magnicellulatus_gca_006912115/,EnsemblFungi
