species_name,genome_file_name,cds_file_name,original_name,cds_url,genome_url,proteome_url,source
podospora_appendiculata,podospora_appendiculata_cbs_314_62_v1_0_genomic.fna,podospora_appendiculata_cbs_314_62_v1_0_cds.fna,podospora_appendiculata_cbs_314_62_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podap1/download/Podap1_GeneCatalog_CDS_20180511.fasta.gz"" --output data/MycoCosm/cds/podospora_appendiculata_cbs_314_62_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podap1/download/Podap1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/podospora_appendiculata_cbs_314_62_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podap1/download/Podap1_GeneCatalog_proteins_20180511.aa.fasta.gz"" --output data/MycoCosm/proteomes/podospora_appendiculata_cbs_314_62_v1_0.faa_prot_download.gz",MycoCosm
podospora_aff,podospora_aff_communis_psn243_v1_0_genomic.fna,podospora_aff_communis_psn243_v1_0_cds.fna,podospora_aff_communis_psn243_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podcom1/download/Podcom1_GeneCatalog_CDS_20220226.fasta.gz"" --output data/MycoCosm/cds/podospora_aff_communis_psn243_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podcom1/download/Podcom1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/podospora_aff_communis_psn243_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podcom1/download/Podcom1_GeneCatalog_proteins_20220226.aa.fasta.gz"" --output data/MycoCosm/proteomes/podospora_aff_communis_psn243_v1_0.faa_prot_download.gz",MycoCosm
podosordaria_jugoyasan,podosordaria_jugoyasan_cbs_670_77_v1_0_genomic.fna,podosordaria_jugoyasan_cbs_670_77_v1_0_cds.fna,podosordaria_jugoyasan_cbs_670_77_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podjug1/download/Podjug1_GeneCatalog_CDS_20200415.fasta.gz"" --output data/MycoCosm/cds/podosordaria_jugoyasan_cbs_670_77_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podjug1/download/Podjug1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/podosordaria_jugoyasan_cbs_670_77_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Podjug1/download/Podjug1_GeneCatalog_proteins_20200415.aa.fasta.gz"" --output data/MycoCosm/proteomes/podosordaria_jugoyasan_cbs_670_77_v1_0.faa_prot_download.gz",MycoCosm
podila_humilis,podila_humilis_kod_1050_genomic.fna,podila_humilis_kod_1050_cds.fna,podila_humilis_kod_1050,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/MohuKOD1050_1/download/MohuKOD1050_1_GeneCatalog_CDS_20210416.fasta.gz"" --output data/MycoCosm/cds/podila_humilis_kod_1050_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/MohuKOD1050_1/download/MohuKOD1050_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/podila_humilis_kod_1050_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/MohuKOD1050_1/download/MohuKOD1050_1_GeneCatalog_proteins_20210416.aa.fasta.gz"" --output data/MycoCosm/proteomes/podila_humilis_kod_1050.faa_prot_download.gz",MycoCosm
pleurotus_eryngii,pleurotus_eryngii_atcc_90797_v1_0_genomic.fna,pleurotus_eryngii_atcc_90797_v1_0_cds.fna,pleurotus_eryngii_atcc_90797_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pleery1/download/Pleery1_GeneCatalog_CDS_20150629.fasta.gz"" --output data/MycoCosm/cds/pleurotus_eryngii_atcc_90797_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pleery1/download/Pleery1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pleurotus_eryngii_atcc_90797_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pleery1/download/Pleery1_GeneCatalog_proteins_20150629.aa.fasta.gz"" --output data/MycoCosm/proteomes/pleurotus_eryngii_atcc_90797_v1_0.faa_prot_download.gz",MycoCosm
pleosporaceae_sp,pleosporaceae_sp_pmi_138_v1_0_genomic.fna,pleosporaceae_sp_pmi_138_v1_0_cds.fna,pleosporaceae_sp_pmi_138_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PlePMI138_1/download/PlePMI138_1_GeneCatalog_CDS_20190917.fasta.gz"" --output data/MycoCosm/cds/pleosporaceae_sp_pmi_138_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PlePMI138_1/download/PlePMI138_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pleosporaceae_sp_pmi_138_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PlePMI138_1/download/PlePMI138_1_GeneCatalog_proteins_20190917.aa.fasta.gz"" --output data/MycoCosm/proteomes/pleosporaceae_sp_pmi_138_v1_0.faa_prot_download.gz",MycoCosm
pleospora_avicennia,pleospora_avicennia_atcc_66911_v1_0_genomic.fna,pleospora_avicennia_atcc_66911_v1_0_cds.fna,pleospora_avicennia_atcc_66911_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pleav1/download/Pleav1_GeneCatalog_CDS_20180620.fasta.gz"" --output data/MycoCosm/cds/pleospora_avicennia_atcc_66911_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pleav1/download/Pleav1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pleospora_avicennia_atcc_66911_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pleav1/download/Pleav1_GeneCatalog_proteins_20180620.aa.fasta.gz"" --output data/MycoCosm/proteomes/pleospora_avicennia_atcc_66911_v1_0.faa_prot_download.gz",MycoCosm
plectosphaerella_cucumerina,plectosphaerella_cucumerina_rp01_v1_0_genomic.fna,plectosphaerella_cucumerina_rp01_v1_0_cds.fna,plectosphaerella_cucumerina_rp01_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Plecuc1/download/Plecuc1_GeneCatalog_CDS_20171208.fasta.gz"" --output data/MycoCosm/cds/plectosphaerella_cucumerina_rp01_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Plecuc1/download/Plecuc1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/plectosphaerella_cucumerina_rp01_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Plecuc1/download/Plecuc1_GeneCatalog_proteins_20171208.aa.fasta.gz"" --output data/MycoCosm/proteomes/plectosphaerella_cucumerina_rp01_v1_0.faa_prot_download.gz",MycoCosm
plectania_melastoma,plectania_melastoma_cbs_918_72_v1_0_genomic.fna,plectania_melastoma_cbs_918_72_v1_0_cds.fna,plectania_melastoma_cbs_918_72_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Plemel1/download/Plemel1_GeneCatalog_CDS_20160326.fasta.gz"" --output data/MycoCosm/cds/plectania_melastoma_cbs_918_72_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Plemel1/download/Plemel1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/plectania_melastoma_cbs_918_72_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Plemel1/download/Plemel1_GeneCatalog_proteins_20160326.aa.fasta.gz"" --output data/MycoCosm/proteomes/plectania_melastoma_cbs_918_72_v1_0.faa_prot_download.gz",MycoCosm
pisolithus_thermaeus,pisolithus_thermaeus_11_v1_0_genomic.fna,pisolithus_thermaeus_11_v1_0_cds.fna,pisolithus_thermaeus_11_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisthe1/download/Pisthe1_GeneCatalog_CDS_20180803.fasta.gz"" --output data/MycoCosm/cds/pisolithus_thermaeus_11_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisthe1/download/Pisthe1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pisolithus_thermaeus_11_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisthe1/download/Pisthe1_GeneCatalog_proteins_20180803.aa.fasta.gz"" --output data/MycoCosm/proteomes/pisolithus_thermaeus_11_v1_0.faa_prot_download.gz",MycoCosm
pisolithus_sp,pisolithus_sp_b1_v1_0_genomic.fna,pisolithus_sp_b1_v1_0_cds.fna,pisolithus_sp_b1_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pismi_AB1_1/download/Pismi_AB1_1_GeneCatalog_CDS_20190524.fasta.gz"" --output data/MycoCosm/cds/pisolithus_sp_b1_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pismi_AB1_1/download/Pismi_AB1_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pisolithus_sp_b1_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pismi_AB1_1/download/Pismi_AB1_1_GeneCatalog_proteins_20190524.aa.fasta.gz"" --output data/MycoCosm/proteomes/pisolithus_sp_b1_v1_0.faa_prot_download.gz",MycoCosm
pisolithus_orientalis,pisolithus_orientalis_otsu_v2_0_genomic.fna,pisolithus_orientalis_otsu_v2_0_cds.fna,pisolithus_orientalis_otsu_v2_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisori2/download/Pisori2_GeneCatalog_CDS_20191204.fasta.gz"" --output data/MycoCosm/cds/pisolithus_orientalis_otsu_v2_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisori2/download/Pisori2_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pisolithus_orientalis_otsu_v2_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisori2/download/Pisori2_GeneCatalog_proteins_20191204.aa.fasta.gz"" --output data/MycoCosm/proteomes/pisolithus_orientalis_otsu_v2_0.faa_prot_download.gz",MycoCosm
pisolithus_marmoratus,pisolithus_marmoratus_ssp_2_16a_v1_0_genomic.fna,pisolithus_marmoratus_ssp_2_16a_v1_0_cds.fna,pisolithus_marmoratus_ssp_2_16a_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pismar1/download/Pismar1_GeneCatalog_CDS_20180803.fasta.gz"" --output data/MycoCosm/cds/pisolithus_marmoratus_ssp_2_16a_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pismar1/download/Pismar1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pisolithus_marmoratus_ssp_2_16a_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pismar1/download/Pismar1_GeneCatalog_proteins_20180803.aa.fasta.gz"" --output data/MycoCosm/proteomes/pisolithus_marmoratus_ssp_2_16a_v1_0.faa_prot_download.gz",MycoCosm
pisolithus_croceorrhizus,pisolithus_croceorrhizus_subspa_74a_v1_0_genomic.fna,pisolithus_croceorrhizus_subspa_74a_v1_0_cds.fna,pisolithus_croceorrhizus_subspa_74a_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Piscro1/download/Piscro1_GeneCatalog_CDS_20180803.fasta.gz"" --output data/MycoCosm/cds/pisolithus_croceorrhizus_subspa_74a_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Piscro1/download/Piscro1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pisolithus_croceorrhizus_subspa_74a_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Piscro1/download/Piscro1_GeneCatalog_proteins_20180803.aa.fasta.gz"" --output data/MycoCosm/proteomes/pisolithus_croceorrhizus_subspa_74a_v1_0.faa_prot_download.gz",MycoCosm
pisolithus_albus,pisolithus_albus_si12_v1_0_genomic.fna,pisolithus_albus_si12_v1_0_cds.fna,pisolithus_albus_si12_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisalb1/download/Pisalb1_GeneCatalog_CDS_20180801.fasta.gz"" --output data/MycoCosm/cds/pisolithus_albus_si12_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisalb1/download/Pisalb1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pisolithus_albus_si12_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pisalb1/download/Pisalb1_GeneCatalog_proteins_20180801.aa.fasta.gz"" --output data/MycoCosm/proteomes/pisolithus_albus_si12_v1_0.faa_prot_download.gz",MycoCosm
piriformospora_indica,piriformospora_indica_dsm_11827_from_mpi_genomic.fna,piriformospora_indica_dsm_11827_from_mpi_cds.fna,piriformospora_indica_dsm_11827_from_mpi,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pirin1/download/Pirin1_GeneCatalog_CDS_20111203.fasta.gz"" --output data/MycoCosm/cds/piriformospora_indica_dsm_11827_from_mpi_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pirin1/download/Pirin1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/piriformospora_indica_dsm_11827_from_mpi_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pirin1/download/Pirin1_GeneCatalog_proteins_20111203.aa.fasta.gz"" --output data/MycoCosm/proteomes/piriformospora_indica_dsm_11827_from_mpi.faa_prot_download.gz",MycoCosm
pinnaticoemansia_coranantispora,pinnaticoemansia_coranantispora_cbs_131509_t_v1_0_genomic.fna,pinnaticoemansia_coranantispora_cbs_131509_t_v1_0_cds.fna,pinnaticoemansia_coranantispora_cbs_131509_t_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pincor1_1/download/Pincor1_1_GeneCatalog_CDS_20210506.fasta.gz"" --output data/MycoCosm/cds/pinnaticoemansia_coranantispora_cbs_131509_t_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pincor1_1/download/Pincor1_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pinnaticoemansia_coranantispora_cbs_131509_t_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pincor1_1/download/Pincor1_1_GeneCatalog_proteins_20210506.aa.fasta.gz"" --output data/MycoCosm/proteomes/pinnaticoemansia_coranantispora_cbs_131509_t_v1_0.faa_prot_download.gz",MycoCosm
piloderma_sphaerosporum,piloderma_sphaerosporum_354_v1_0_genomic.fna,piloderma_sphaerosporum_354_v1_0_cds.fna,piloderma_sphaerosporum_354_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilsph1/download/Pilsph1_GeneCatalog_CDS_20200602.fasta.gz"" --output data/MycoCosm/cds/piloderma_sphaerosporum_354_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilsph1/download/Pilsph1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/piloderma_sphaerosporum_354_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilsph1/download/Pilsph1_GeneCatalog_proteins_20200602.aa.fasta.gz"" --output data/MycoCosm/proteomes/piloderma_sphaerosporum_354_v1_0.faa_prot_download.gz",MycoCosm
piloderma_olivaceum,piloderma_olivaceum_f_1598_v1_0_genomic.fna,piloderma_olivaceum_f_1598_v1_0_cds.fna,piloderma_olivaceum_f_1598_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilcr1/download/Pilcr1_GeneCatalog_CDS_20120328.fasta.gz"" --output data/MycoCosm/cds/piloderma_olivaceum_f_1598_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilcr1/download/Pilcr1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/piloderma_olivaceum_f_1598_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilcr1/download/Pilcr1_GeneCatalog_proteins_20120328.aa.fasta.gz"" --output data/MycoCosm/proteomes/piloderma_olivaceum_f_1598_v1_0.faa_prot_download.gz",MycoCosm
piloderma_byssinum,piloderma_byssinum_4s31_v1_0_genomic.fna,piloderma_byssinum_4s31_v1_0_cds.fna,piloderma_byssinum_4s31_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilbys1/download/Pilbys1_GeneCatalog_CDS_20200610.fasta.gz"" --output data/MycoCosm/cds/piloderma_byssinum_4s31_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilbys1/download/Pilbys1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/piloderma_byssinum_4s31_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pilbys1/download/Pilbys1_GeneCatalog_proteins_20200610.aa.fasta.gz"" --output data/MycoCosm/proteomes/piloderma_byssinum_4s31_v1_0.faa_prot_download.gz",MycoCosm
