species_name,genome_file_name,cds_file_name,gff_file_name,original_name,cds_url,genome_url,proteome_url,gff_url,source,gff_urls
phaeosolenia_platensis,phaeosolenia_platensis_cbs_268_64_v1_0_genomic.fna,phaeosolenia_platensis_cbs_268_64_v1_0_cds_from_gff.fna,phaeosolenia_platensis_cbs_268_64_v1_0.gff,phaeosolenia_platensis_cbs_268_64_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Phapla1/download/Phapla1_GeneCatalog_CDS_20180613.fasta.gz"" --output data/MycoCosm/cds/phaeosolenia_platensis_cbs_268_64_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Phapla1/download/Phapla1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/phaeosolenia_platensis_cbs_268_64_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Phapla1/download/Phapla1_GeneCatalog_proteins_20180613.aa.fasta.gz"" --output data/MycoCosm/proteomes/phaeosolenia_platensis_cbs_268_64_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Phapla1/download/Phapla1_GeneCatalog_20180613.gff3.gz"" --output data/MycoCosm/gff/phaeosolenia_platensis_cbs_268_64_v1_0.gff_gff_download.gz"
phaeomoniellales_sp,phaeomoniellales_sp_nc0930_v1_0_genomic.fna,phaeomoniellales_sp_nc0930_v1_0_cds_from_gff.fna,phaeomoniellales_sp_nc0930_v1_0.gff,phaeomoniellales_sp_nc0930_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/ClaNC0930_1/download/ClaNC0930_1_GeneCatalog_CDS_20190124.fasta.gz"" --output data/MycoCosm/cds/phaeomoniellales_sp_nc0930_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/ClaNC0930_1/download/ClaNC0930_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/phaeomoniellales_sp_nc0930_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/ClaNC0930_1/download/ClaNC0930_1_GeneCatalog_proteins_20190124.aa.fasta.gz"" --output data/MycoCosm/proteomes/phaeomoniellales_sp_nc0930_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/ClaNC0930_1/download/ClaNC0930_1_GeneCatalog_20190124.gff3.gz"" --output data/MycoCosm/gff/phaeomoniellales_sp_nc0930_v1_0.gff_gff_download.gz"
phaeoacremonium_sp,phaeoacremonium_sp_fl0889_v1_0_genomic.fna,phaeoacremonium_sp_fl0889_v1_0_cds_from_gff.fna,phaeoacremonium_sp_fl0889_v1_0.gff,phaeoacremonium_sp_fl0889_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PhaeoFL0889_1/download/PhaeoFL0889_1_GeneCatalog_CDS_20170418.fasta.gz"" --output data/MycoCosm/cds/phaeoacremonium_sp_fl0889_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PhaeoFL0889_1/download/PhaeoFL0889_1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/phaeoacremonium_sp_fl0889_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PhaeoFL0889_1/download/PhaeoFL0889_1_GeneCatalog_proteins_20170418.aa.fasta.gz"" --output data/MycoCosm/proteomes/phaeoacremonium_sp_fl0889_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/PhaeoFL0889_1/download/PhaeoFL0889_1_GeneCatalog_20170418.gff3.gz"" --output data/MycoCosm/gff/phaeoacremonium_sp_fl0889_v1_0.gff_gff_download.gz"
peziza_echinospora,peziza_echinospora_cbs_144458_v1_0_genomic.fna,peziza_echinospora_cbs_144458_v1_0_cds_from_gff.fna,peziza_echinospora_cbs_144458_v1_0.gff,peziza_echinospora_cbs_144458_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pezech1/download/Pezech1_GeneCatalog_CDS_20180326.fasta.gz"" --output data/MycoCosm/cds/peziza_echinospora_cbs_144458_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pezech1/download/Pezech1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/peziza_echinospora_cbs_144458_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pezech1/download/Pezech1_GeneCatalog_proteins_20180326.aa.fasta.gz"" --output data/MycoCosm/proteomes/peziza_echinospora_cbs_144458_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pezech1/download/Pezech1_GeneCatalog_20180326.gff3.gz"" --output data/MycoCosm/gff/peziza_echinospora_cbs_144458_v1_0.gff_gff_download.gz"
peterozyma_xylosa,peterozyma_xylosa_nrrl_y_12939_genomic.fna,peterozyma_xylosa_nrrl_y_12939_cds_from_gff.fna,peterozyma_xylosa_nrrl_y_12939.gff,peterozyma_xylosa_nrrl_y_12939,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Petxy1/download/Petxy1_GeneCatalog_CDS_20181012.fasta.gz"" --output data/MycoCosm/cds/peterozyma_xylosa_nrrl_y_12939_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Petxy1/download/Petxy1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/peterozyma_xylosa_nrrl_y_12939_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Petxy1/download/Petxy1_GeneCatalog_proteins_20181012.aa.fasta.gz"" --output data/MycoCosm/proteomes/peterozyma_xylosa_nrrl_y_12939.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Petxy1/download/Petxy1_GeneCatalog_20181012.gff3.gz"" --output data/MycoCosm/gff/peterozyma_xylosa_nrrl_y_12939.gff_gff_download.gz"
perenniporia_subacida,perenniporia_subacida_persubvin_sm18_v1_0_genomic.fna,perenniporia_subacida_persubvin_sm18_v1_0_cds_from_gff.fna,perenniporia_subacida_persubvin_sm18_v1_0.gff,perenniporia_subacida_persubvin_sm18_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Persub1/download/Persub1_GeneCatalog_CDS_20200507.fasta.gz"" --output data/MycoCosm/cds/perenniporia_subacida_persubvin_sm18_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Persub1/download/Persub1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/perenniporia_subacida_persubvin_sm18_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Persub1/download/Persub1_GeneCatalog_proteins_20200507.aa.fasta.gz"" --output data/MycoCosm/proteomes/perenniporia_subacida_persubvin_sm18_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Persub1/download/Persub1_GeneCatalog_20200507.gff3.gz"" --output data/MycoCosm/gff/perenniporia_subacida_persubvin_sm18_v1_0.gff_gff_download.gz"
perenniporia_fraxinea,perenniporia_fraxinea_ss3_genomic.fna,perenniporia_fraxinea_ss3_cds_from_gff.fna,perenniporia_fraxinea_ss3.gff,perenniporia_fraxinea_ss3,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Perfra1/download/Perfra1_GeneCatalog_CDS_20210926.fasta.gz"" --output data/MycoCosm/cds/perenniporia_fraxinea_ss3_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Perfra1/download/Perfra1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/perenniporia_fraxinea_ss3_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Perfra1/download/Perfra1_GeneCatalog_proteins_20210926.aa.fasta.gz"" --output data/MycoCosm/proteomes/perenniporia_fraxinea_ss3.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Perfra1/download/Perfra1_GeneCatalog_20210926.gff3.gz"" --output data/MycoCosm/gff/perenniporia_fraxinea_ss3.gff_gff_download.gz"
penicillium_swiecickii,penicillium_swiecickii_182_6c1_v1_0_genomic.fna,penicillium_swiecickii_182_6c1_v1_0_cds_from_gff.fna,penicillium_swiecickii_182_6c1_v1_0.gff,penicillium_swiecickii_182_6c1_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penswi1/download/Penswi1_GeneCatalog_CDS_20171024.fasta.gz"" --output data/MycoCosm/cds/penicillium_swiecickii_182_6c1_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penswi1/download/Penswi1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/penicillium_swiecickii_182_6c1_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penswi1/download/Penswi1_GeneCatalog_proteins_20171024.aa.fasta.gz"" --output data/MycoCosm/proteomes/penicillium_swiecickii_182_6c1_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penswi1/download/Penswi1_GeneCatalog_20171024.gff3.gz"" --output data/MycoCosm/gff/penicillium_swiecickii_182_6c1_v1_0.gff_gff_download.gz"
penicillium_occitanis,penicillium_occitanis_cl100_genomic.fna,penicillium_occitanis_cl100_cds_from_gff.fna,penicillium_occitanis_cl100.gff,penicillium_occitanis_cl100,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penoc1/download/Penoc1_GeneCatalog_CDS_20210223.fasta.gz"" --output data/MycoCosm/cds/penicillium_occitanis_cl100_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penoc1/download/Penoc1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/penicillium_occitanis_cl100_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penoc1/download/Penoc1_GeneCatalog_proteins_20210223.aa.fasta.gz"" --output data/MycoCosm/proteomes/penicillium_occitanis_cl100.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penoc1/download/Penoc1_GeneCatalog_genes_20210223.gff3.gz"" --output data/MycoCosm/gff/penicillium_occitanis_cl100.gff_gff_download.gz"
penicillium_malodoratum,penicillium_malodoratum_cbs_490_65_v1_0_genomic.fna,penicillium_malodoratum_cbs_490_65_v1_0_cds_from_gff.fna,penicillium_malodoratum_cbs_490_65_v1_0.gff,penicillium_malodoratum_cbs_490_65_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penmal1/download/Penmal1_GeneCatalog_CDS_20210401.fasta.gz"" --output data/MycoCosm/cds/penicillium_malodoratum_cbs_490_65_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penmal1/download/Penmal1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/penicillium_malodoratum_cbs_490_65_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penmal1/download/Penmal1_GeneCatalog_proteins_20210401.aa.fasta.gz"" --output data/MycoCosm/proteomes/penicillium_malodoratum_cbs_490_65_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penmal1/download/Penmal1_GeneCatalog_20210401.gff3.gz"" --output data/MycoCosm/gff/penicillium_malodoratum_cbs_490_65_v1_0.gff_gff_download.gz"
penicillium_citrinum,penicillium_citrinum_unk_v1_0_genomic.fna,penicillium_citrinum_unk_v1_0_cds_from_gff.fna,penicillium_citrinum_unk_v1_0.gff,penicillium_citrinum_unk_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penci1/download/Penci1_GeneCatalog_CDS_20210913.fasta.gz"" --output data/MycoCosm/cds/penicillium_citrinum_unk_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penci1/download/Penci1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/penicillium_citrinum_unk_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penci1/download/Penci1_GeneCatalog_proteins_20210913.aa.fasta.gz"" --output data/MycoCosm/proteomes/penicillium_citrinum_unk_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penci1/download/Penci1_GeneCatalog_20210913.gff3.gz"" --output data/MycoCosm/gff/penicillium_citrinum_unk_v1_0.gff_gff_download.gz"
penicillium_citreonigrum,penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft_genomic.fna,penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft_cds_from_gff.fna,penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft.gff,penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pencit1/download/Pencit1_GeneCatalog_CDS_20190320.fasta.gz"" --output data/MycoCosm/cds/penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pencit1/download/Pencit1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pencit1/download/Pencit1_GeneCatalog_proteins_20190320.aa.fasta.gz"" --output data/MycoCosm/proteomes/penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pencit1/download/Pencit1_GeneCatalog_20190320.gff3.gz"" --output data/MycoCosm/gff/penicillium_citreonigrum_cont_1189274_metagenome_minimal_draft.gff_gff_download.gz"
penicillium_atramentosum,penicillium_atramentosum_rs17_v1_0_genomic.fna,penicillium_atramentosum_rs17_v1_0_cds_from_gff.fna,penicillium_atramentosum_rs17_v1_0.gff,penicillium_atramentosum_rs17_v1_0,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penatra1/download/Penatra1_GeneCatalog_CDS_20181207.fasta.gz"" --output data/MycoCosm/cds/penicillium_atramentosum_rs17_v1_0_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penatra1/download/Penatra1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/penicillium_atramentosum_rs17_v1_0_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penatra1/download/Penatra1_GeneCatalog_proteins_20181207.aa.fasta.gz"" --output data/MycoCosm/proteomes/penicillium_atramentosum_rs17_v1_0.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Penatra1/download/Penatra1_GeneCatalog_20181207.gff3.gz"" --output data/MycoCosm/gff/penicillium_atramentosum_rs17_v1_0.gff_gff_download.gz"
pecoramyces_sp,pecoramyces_sp_f1_genomic.fna,pecoramyces_sp_f1_cds_from_gff.fna,pecoramyces_sp_f1.gff,pecoramyces_sp_f1,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pecora1/download/Pecora1_GeneCatalog_CDS_20210510.fasta.gz"" --output data/MycoCosm/cds/pecoramyces_sp_f1_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pecora1/download/Pecora1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/pecoramyces_sp_f1_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pecora1/download/Pecora1_GeneCatalog_proteins_20210510.aa.fasta.gz"" --output data/MycoCosm/proteomes/pecoramyces_sp_f1.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Pecora1/download/Pecora1_GeneCatalog_genes_20210510.gff3.gz"" --output data/MycoCosm/gff/pecoramyces_sp_f1.gff_gff_download.gz"
parauncinula_polyspora,parauncinula_polyspora_genomic.fna,parauncinula_polyspora_cds_from_gff.fna,parauncinula_polyspora.gff,parauncinula_polyspora,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Parpo1/download/Parpo1_GeneCatalog_CDS_20200911.fasta.gz"" --output data/MycoCosm/cds/parauncinula_polyspora_cds.fna_cds_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Parpo1/download/Parpo1_AssemblyScaffolds_Repeatmasked.fasta.gz"" --output data/MycoCosm/genomes/parauncinula_polyspora_genomic.fna_genome_download.gz","curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Parpo1/download/Parpo1_GeneCatalog_proteins_20200911.aa.fasta.gz"" --output data/MycoCosm/proteomes/parauncinula_polyspora.faa_prot_download.gz",,MycoCosm,"curl -c cookies.txt -d ""login=YOUR_JGI_USERNAME&password=YOUR_JGI_PASSWORD"" ""https://signon.jgi.doe.gov/signon/create && curl -b cookies.txt ""https://genome.jgi.doe.gov/portal/Parpo1/download/Parpo1_GeneCatalog_genes_20200911.gff3.gz"" --output data/MycoCosm/gff/parauncinula_polyspora.gff_gff_download.gz"
